Project,Project Name,Description,Project ID,Work Category Description,Sdescrip,Slineid,Svoltage,Span Start,Span End,Division Description,Division Code,SRA LRA,Complete Date Plan (PI),Complete Date Plan (Trim),Complete Date Forecast (PI),Start Date Actual (PI),Complete Date Actual (PI),Start Date Actual (Trim),Complete Date Forecast (Trim),Complete Date Actual (Trim),Cycle Name,DT Start Date,DT End Date,Project Category,Dist / Trans,Project Year,LRA Mi,SRA Mi,Actual PI,Forecast PI,Actual Trim,Totalmiles,Text Description,Bnerc,Voltage List,Bmajortransferpath,bMajorTransferPath
KING CITY-COBURN #1,Balch - Sanger - 1,Balch-Sanger,134472,System Maintenence,KINGS RIVER-SANGER-REEDLEY,10129,115,???,???,Fresno,FR,S,3/9/2016,3/9/2016,2/13/2016,,,,3/13/2016 0:00:00,,,,,RS,T,2016,43.34000015,0,0,1,0,40,115kv,0,115,0,0
MOSS LANDING-SALINAS-SOLEDAD #1,Balch - Sanger - 2,Balch-Sanger,135571,System Maintenence,Balch-Sanger,10011,115,000/001,005/031,Fresno,FR,S,4/13/2016,5/15/2016,4/13/2016,,,,5/15/2016 0:00:00,,,,,RS,T,2016,0,35.63000107,0,10,0,30,115kV,0,115,0,0
SOLEDAD #4,Balch - Sanger - 1,Balch-Sanger,134472,System Maintenence,Balch-Sanger,10011,115,026/173,026/177,Fresno,FR,S,3/9/2016,3/9/2016,2/13/2016,,,,3/13/2016 0:00:00,,,,,RS,T,2016,43.34000015,0,0,1,0,40,115kv,0,115,0,0
MOSS LANDING-SALINAS-SOLEDAD #1,Barton - Airways - Sanger,BARTON-SANGER,133593,System Maintenence,BARTON-SANGER,10012,115,013/113,020/192,Fresno,FR,L,12/29/2015,5/15/2016,1/8/2016,,,,5/15/2016 0:00:00,,,,,RS,T,2016,11.56999969,0,0,30,0,16.62000084,115kV,0,115,0,0
MOSS LANDING-SALINAS-SOLEDAD #1,Barton - Airways - Sanger,BARTON-SANGER,133593,System Maintenence,BARTON-AIRWAYS-SANGER,10449,115,???,???,Fresno,FR,L,12/29/2015,5/15/2016,1/8/2016,,,,5/15/2016 0:00:00,,,,,RS,T,2016,11.56999969,0,0,30,0,16.62000084,115kV,0,115,0,0
MOSS LANDING-SALINAS-SOLEDAD #1,Basalt #1 60kv Tap,Basalt #1 60kv Tap,135529,Local Maintenance,Basalt #1 60kv Tap,60218A,60,TOO/003,000/008,North Bay,NB,S,5/16/2016,6/13/2016,5/16/2016,,,,6/13/2016 0:00:00,,,,,RT,T,2016,0,1.25,0,3,0,1.179999948,,0,60,0,0
CR-MARTINEZ-SOBRANTE,CR Bear-Water,Bear Mtn 115kv Tap,136982,System Maintenence,Cal Water Tap 115 kv,10351C,115,001/017,CWR/SUB,Kern,KE,,11/20/2015,1/1/2016,2/5/2016,,,,3/18/2016 0:00:00,,,,,RS,T,2016,0,0,0,1,0,1.269999981,Non NERC,0,115,0,0
SALINAS-FIRESTONE #2,CR Bear-Water,Bear Mtn 115kv Tap,136982,System Maintenence,Bear Mtn 115kv Tap,10351A,115,007/042,BMT/SUB,Kern,KE,,11/20/2015,1/1/2016,2/5/2016,,,,3/18/2016 0:00:00,,,,,RS,T,2016,0,0,0,1,0,1.269999981,Non NERC,0,115,0,0
SALINAS-FIRESTONE #2,Beardsley 115kv Tap,Beardsley 115kv Tap,134999,System Maintenence,Beardsley 115kv Tap,10053A,115,000/001,005/004,Stockton,ST,S,7/2/2016,8/13/2016,7/2/2016,,,,8/13/2016 0:00:00,,,,,RS,T,2016,0,2.210000038,0,38,0,10,,0,115,0,0
CR-SOBRANTE-SUB G,BELLOTA-RIVERBANK-MELONES,BELLOTA-RIVERBANK-MELONES,134222,System Maintenence,BELLOTA-RIVERBANK-MELONES,10013,115,000/001,013/007,Stockton,ST,S,5/28/2016,7/9/2016,5/28/2016,,,,7/9/2016 0:00:00,,,,,RS,T,2016,0,15,0,27,0,15,115 kv,0,115,0,0
CR-SOBRANTE-SUB G,BELLOTA-RIVERBANK-MELONES,BELLOTA-RIVERBANK-MELONES,134222,System Maintenence,BELLOTA-RIVERBANK-MELONES,10013,115,017/001,017/012,Stockton,ST,S,5/28/2016,7/9/2016,5/28/2016,,,,7/9/2016 0:00:00,,,,,RS,T,2016,0,15,0,27,0,15,115 kv,0,115,0,0
CR-SOBRANTE-SUB G,BELLOTA-RIVERBANK-MELONES,BELLOTA-RIVERBANK-MELONES,134222,System Maintenence,BELLOTA-RIVERBANK-MELONES,10013,115,022/004,024/007,Stockton,ST,S,5/28/2016,7/9/2016,5/28/2016,,,,7/9/2016 0:00:00,,,,,RS,T,2016,0,15,0,27,0,15,115 kv,0,115,0,0
CR-Aerial Patrol,Belridge Tap,Belridge 115kv Tap,132157,Orchard Maintenance,Belridge 115kv Tap,10191A,115,000/001,b05/075,Kern,KE,L,12/26/2015,2/6/2016,11/30/2015,11/13/2015,11/30/2015,,2/6/2016 0:00:00,,,,,OM,T,2016,5.800000191,0,27,27,0,,Orchards,0,115,0,0
CR-Aerial Patrol,Berrenda C Tap,Berrenda C 70kv Tap,132092,Orchard Maintenance,Berrenda C 70kv Tap,70002C,70,000/001,001/026,Kern,KE,L,1/16/2016,2/27/2016,12/29/2015,12/29/2015,12/29/2015,1/2/2016,1/2/2016 0:00:00,1/2/2016 0:00:00,,,,OM,T,2016,0.200000003,0,0,0,0,0,Orchards,0,70,0,0
CR-Aerial Patrol,Blue Chip Milling 60kv Tap,Blue Chip Milling 60kv Tap,135075,Local Maintenance,Blue Chip Milling 60kv Tap,60074B,60,000/001,SUB/SUB,North Coast,NC,S,4/26/2016,6/9/2016,4/26/2016,,,,6/9/2016 0:00:00,,,,,RT,T,2016,0,2,0,5,0,0.439999998,,0,60,0,0
CR-Aerial Patrol,BLUE LAKE 60KV TAP,BLUE LAKE 60KV TAP,134891,Local Maintenance,BLUE LAKE 60KV TAP,60074A,60,000/001,SUB/SUB,North Coast,NC,S,5/13/2016,6/30/2016,5/13/2016,,,,6/30/2016 0:00:00,,,,,RT,T,2016,0,6,0,48,0,3.619999886,,0,60,0,0
CR-PITTSBURG-EASTSHORE,Bonita Tap,Bonita 70kv Tap,132159,Orchard Maintenance,Bonita 70kv Tap,70060A,70,000/001,003/000,Stockton,ST,,8/27/2016,12/17/2016,8/27/2016,,,,12/17/2016 0:00:00,,,,,OM,T,2016,0,2.200000048,0,20,0,,Orchards,0,70,0,0
CR-PITTSBURG-EASTSHORE,Bonita 70kv Tap,Bonita 70kv Tap,133368,Local Maintenance,Bonita 70kv Tap,70060A,70,000/001,003/001,Yosemite,YO,S,11/14/2016,12/26/2016,3/16/2016,,,,3/25/2016 0:00:00,,,,,RT,T,2016,0,3.019999981,0,1,0,3.019999981,70kV,0,70,0,0
CR-CONTRACOSTA-TESLA,Borden Glass,Borden Glass,132117,Orchard Maintenance,Borden Glass,70119,70,006/006,024/011,Stockton,ST,,8/27/2016,12/17/2016,8/27/2016,,,,12/17/2016 0:00:00,,,,,OM,T,2016,0,0,0,10,0,,Orchard,0,70,0,0
CR-CONTRACOSTA-TESLA,Borden-Glass 70kv,Borden Glass,135183,Local Maintenance,Borden Glass,70119,70,019/016,000/007,Yosemite,YO,S,11/14/2016,12/26/2016,3/24/2016,,,,3/24/2016 0:00:00,,,,,RT,T,2016,0,3.160000086,0,0,0,3.160000086,,0,70,0,0
CR-CONTRACOSTA-TESLA,Borden-Coppermine,Borden-Coppermine,133952,Local Maintenance,Borden-Coppermine,70008,70,007/008,000/004,Fresno,FR,L,2/26/2016,3/20/2016,2/26/2016,,,,3/20/2016 0:00:00,,,,,RT,T,2016,8.020000458,0,0,1,0,20,70kv,0,70,0,0
CR-CONTRACOSTA-TESLA,Borden-Coppermine,Borden-Coppermine,133952,Local Maintenance,Borden-Coppermine,70008,70,008/008,007/008,Fresno,FR,L,2/26/2016,3/20/2016,2/26/2016,,,,3/20/2016 0:00:00,,,,,RT,T,2016,8.020000458,0,0,1,0,20,70kv,0,70,0,0
CR-CONTRACOSTA-TESLA,Borden-Coppermine,Borden-Coppermine,133952,Local Maintenance,Borden-Coppermine,70008,70,010/013,012/013,Fresno,FR,L,2/26/2016,3/20/2016,2/26/2016,,,,3/20/2016 0:00:00,,,,,RT,T,2016,8.020000458,0,0,1,0,20,70kv,0,70,0,0
CR-MORAGA SUB,Borden-Coppermine,Borden-Coppermine,133952,Local Maintenance,Borden-Coppermine,70008,70,012/013,008/008,Fresno,FR,L,2/26/2016,3/20/2016,2/26/2016,,,,3/20/2016 0:00:00,,,,,RT,T,2016,8.020000458,0,0,1,0,20,70kv,0,70,0,0
CR-ContraCosta Moraga,Borden-Madera #1-70kv,Borden-Madera #1,133642,Local Maintenance,Borden-Madera #1,70009,70,000/001A,004/0018,Yosemite,YO,S,11/14/2016,12/26/2016,5/14/2016,,,,5/14/2016 0:00:00,,,,,RT,T,2016,0,3.609999895,0,0,0,3.609999895,,0,70,0,0
CR-MORAGA SUB,Borden-Madera #1,Borden-Madera #1,132194,Orchard Maintenance,Borden-Madera #1,70009,70,000/001,004/018,Stockton,ST,S,8/27/2016,12/3/2016,8/27/2016,,,,12/3/2016 0:00:00,,,,,OM,T,2016,0,0,0,20,0,,Orchards,0,70,0,0
CR-ContraCosta Moraga,Borden-Madera #2,Borden-Madera #2,132053,Orchard Maintenance,Borden-Madera #2,70010,70,000/001,005/115,Stockton,ST,,8/27/2016,12/3/2016,8/27/2016,,,,12/3/2016 0:00:00,,,,,OM,T,2016,0,2,0,20,0,,Orchards,0,70,0,0
CR-ContraCosta Moraga,Borden-Madera #2-70kv,Borden-Madera #2,135375,Local Maintenance,Borden-Madera #2,70010,70,000/001,005/115,Yosemite,YO,S,11/14/2016,12/26/2016,5/14/2016,,,,5/14/2016 0:00:00,,,,,RT,T,2016,0,4.690000057,0,0,0,4.690000057,,0,70,0,0
CR-Pittsburg Martinez,Boswell Tap,Boswell 70kv Tap,133854,Local Maintenance,Boswell 70kv Tap,70018A,70,002/001,001/006,Fresno,FR,L,6/4/2016,6/5/2016,6/4/2016,,,,6/5/2016 0:00:00,,,,,RT,T,2016,1.419999957,0,0,1,0,1.419999957,70kV,0,70,0,0
CR-Pittsburg Martinez,BRICEBURG JCT-MARIPOSA-70k,BRICEBURG JCT-MARIPOSA 70k,133320,Local Maintenance,BRICEBURG JCT-MARIPOSA 70k,70024A,70,021/080,007/019,Yosemite,YO,S,11/14/2016,12/26/2016,11/14/2016,,,,12/26/2016 0:00:00,,,,,RT,T,2016,0,7.900000095,0,0,0,7.900000095,,0,70,0,0
CR-Pittsburg Martinez,BRIDGEVILLE-COTTONWOOD,BRIDGEVILLE-COTTONWOOD,136231,System Maintenence,BRIDGEVILLE-COTTONWOOD,10018,115,064/466,SUB/SUB,North Coast,NC,S,4/22/2016,6/8/2016,4/22/2016,,,,6/8/2016 0:00:00,,,,,RS,T,2016,0,35,0,408,0,20,,0,115,0,0
CR-Pittsburg Martinez,BRIDGEVILLE-COTTONWOOD-LOWGAP,BRIDGEVILLE-COTTONWOOD,133730,System Maintenence,BRIDGEVILLE-COTTONWOOD,10018,115,064/466,058/426,North Valley,NV,S,6/16/2016,7/29/2016,6/16/2016,,,,7/29/2016 0:00:00,,,,,RS,T,2016,0,11.80000019,0,460,0,15,115kv,0,115,0,0
CR-Pittsburg Martinez,BRIDGEVILLE-COTTONWOOD-FOREST GLEN,BRIDGEVILLE-COTTONWOOD,135059,System Maintenence,BRIDGEVILLE-COTTONWOOD,10018,115,058/426,034/277,North Valley,NV,S,6/16/2016,7/29/2016,6/16/2016,,,,7/29/2016 0:00:00,,,,,RS,T,2016,0,20,0,350,0,10,115kv,0,115,0,0
CR-Pittsburg Martinez,BRIDGEVILLE-COTTONWOOD-Wildwood,BRIDGEVILLE-COTTONWOOD,135160,System Maintenence,BRIDGEVILLE-COTTONWOOD,10018,115,034/277,cot/sub,North Valley,NV,S,12/16/2015,2/1/2016,11/24/2015,10/26/2015,11/24/2015,12/23/2015,1/25/2016 0:00:00,,,,,RS,T,2016,0,31,155,155,0,15,115kv,0,115,0,0
CR-Pittsburg Martinez,Bridgeville-Garberville,Bridgeville-Garberville,134864,Local Maintenance,Bridgeville-Garberville,60010,60,SUB/SUB,SUB/SUB,North Coast,NC,S,1/27/2016,3/14/2016,1/27/2016,,,,3/14/2016 0:00:00,,,,,RT,T,2016,0,46,0,215,0,38.81999969,,0,60,0,0
CR-Brighton Clayton,Brighton-Davis-NON-NERC,Brighton-Davis,134330,System Maintenence,Brighton-Davis,10021,115,018/135,000/114D,Sacramento,SA,S,5/7/2016,6/5/2016,5/7/2016,,,,6/5/2016 0:00:00,,,,,RS,T,2016,30,0,0,30,0,20,,0,115,0,0
CR-Oakland Ports,Brighton-Davis-NON-NERC,Brighton-Davis,134330,System Maintenence,Brighton-Davis,10021,115,010/075,028/327,Sacramento,SA,S,5/7/2016,6/5/2016,5/7/2016,,,,6/5/2016 0:00:00,,,,,RS,T,2016,30,0,0,30,0,20,,0,115,0,0
CR-PITTSBURG-STONEMAN JCT,Bucks Grizzly Tap,Bucks Grizzly Tap,136365,System Maintenence,Bucks Grizzly Tap,COSC01,115,gri/phs,004/002,North Valley,NV,S,7/15/2016,8/31/2016,7/15/2016,,,,8/31/2016 0:00:00,,,,,RS,T,2016,0,7,0,70,0,10,115kv,0,115,0,0
CR-PITTSBURG-STONEMAN JCT,Buellton Tap,Buellton 115kv Tap,135949,System Maintenence,Buellton 115kv Tap,10028A,115,SAN/SWST,BUE/SUB,Los Padres,LP,S,9/21/2016,11/4/2016,9/21/2016,,,,11/4/2016 0:00:00,,,,,RS,T,2016,1.600000024,0,0,2,0,1.75,115kv,0,115,0,0
CR-Aerial Patrol-South,Burns-Lone Star #1-1,Burns-Lone Star #1,136567,Local Maintenance,Lone Star Tap 60 KV,60011A,60,poi/sub,Lon/sub,Central Coast,CC,S,5/29/2016,10/31/2016,5/29/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,0,5.420000076,0,25,0,5.650000095,CR,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,Burns-Lone Star #1-1,Burns-Lone Star #1,136567,Local Maintenance,Burns-Lone Star #1,60011,60,000/001,A00/002,Central Coast,CC,S,5/29/2016,10/31/2016,5/29/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,0,5.420000076,0,25,0,5.650000095,CR,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,Burns-Lone Star #1-1,Burns-Lone Star #1,136567,Local Maintenance,Burns-Lone Star #1,60011,60,bur/sub,poi/sub,Central Coast,CC,S,5/29/2016,10/31/2016,5/29/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,0,5.420000076,0,25,0,5.650000095,CR,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,Burns-Lone Star #2,Burns-Lone Star #2,133753,Local Maintenance,Burns-Lone Star #2,60012,60,000/001,A00/002,Central Coast,CC,S,5/5/2016,5/5/2016,5/5/2016,,,,5/5/2016 0:00:00,,,,,RT,T,2016,0,6.300000191,0,62,0,6.480000019,,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,Burns-Lone Star #2,Burns-Lone Star #2,133753,Local Maintenance,Burns-Lone Star #2,60012,60,Bur/sub,Poi/sub,Central Coast,CC,S,5/5/2016,5/5/2016,5/5/2016,,,,5/5/2016 0:00:00,,,,,RT,T,2016,0,6.300000191,0,62,0,6.480000019,,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,Butt Valley-Caribou,Butt Valley-Caribou,133675,System Maintenence,Butt Valley-Caribou,10025,115,but/phs,car/phs,North Valley,NV,S,7/15/2016,8/30/2016,7/15/2016,,,,8/30/2016 0:00:00,,,,,RS,T,2016,0,7.489999771,0,135,0,15,115kv,0,115,0,0
CR-MORAGA-OAKPORT,Butte-Esquon,BUTTE-ESQUON,132098,Orchard Maintenance,BUTTE-ESQUON,60015,60,sub/000,008/189,North Valley,NV,S,5/14/2016,11/26/2016,5/14/2016,,,,11/26/2016 0:00:00,,,,,OM,T,2016,0,0,0,1,0,,Orchards,0,60,0,0
CR-Franklin 60KV,BUTTE-SYCAMORE CREEK,BUTTE-SYCAMORE CREEK,136546,System Maintenence,BUTTE-SYCAMORE CREEK,10026,115,but/sub,chB/sub,North Valley,NV,S,9/6/2016,10/18/2016,9/6/2016,,,,10/18/2016 0:00:00,,,,,RS,T,2016,0,17.03000069,0,125,0,15,115kv,0,115,0,0
CR-MORAGA-CASTRO VALLEY,BUTTE-SYCAMORE CREEK,BUTTE-SYCAMORE CREEK,136546,System Maintenence,BUTTE-SYCAMORE CREEK,10026,115,002/047,004/079,North Valley,NV,S,9/6/2016,10/18/2016,9/6/2016,,,,10/18/2016 0:00:00,,,,,RS,T,2016,0,17.03000069,0,125,0,15,115kv,0,115,0,0
CR-MORAGA-CASTRO VALLEY,BUTTE-SYCAMORE CREEK,BUTTE-SYCAMORE CREEK,136546,System Maintenence,BUTTE-SYCAMORE CREEK,10026,115,009/192,syc/sub,North Valley,NV,S,9/6/2016,10/18/2016,9/6/2016,,,,10/18/2016 0:00:00,,,,,RS,T,2016,0,17.03000069,0,125,0,15,115kv,0,115,0,0
CR-MORAGA-OAKPORT,Butte-Sycamore Creek,BUTTE-SYCAMORE CREEK,132044,Orchard Maintenance,BUTTE-SYCAMORE CREEK,10026,115,001/013,016/343,North Valley,NV,L,1/2/2016,2/27/2016,11/18/2015,11/16/2015,11/18/2015,12/16/2015,2/27/2016 0:00:00,,,,,OM,T,2016,2.299999952,0,202,202,0,,Orchards,0,115,0,0
CR-MORAGA-OAKPORT,Butte-Sycamore Creek,BUTTE-SYCAMORE CREEK,132044,Orchard Maintenance,BUTTE-SYCAMORE CREEK,10026,115,A02/048,A03/052,North Valley,NV,L,1/2/2016,2/27/2016,11/18/2015,11/16/2015,11/18/2015,12/16/2015,2/27/2016 0:00:00,,,,,OM,T,2016,2.299999952,0,202,202,0,,Orchards,0,115,0,0
Moraga - Sobrante 115,Cabrillo-Santa Ynez Sw. Sta.,Cabrillo-Santa Ynez Sw. Sta.,133886,System Maintenence,Cabrillo-Santa Ynez Sw. Sta.,10028,115,CAB/SUB,SAN/SWST,Los Padres,LP,S,9/14/2016,10/31/2016,9/14/2016,,,,10/31/2016 0:00:00,,,,,RS,T,2016,0,15.69999981,0,3,0,14.59000015,115kv,0,115,0,0
CR-CROCKETT-SOBRANTE,California Ave - Kearney,Calif Ave-Kearney,133653,Local Maintenance,Calif Ave-Kearney,70011,70,,,Fresno,FR,L,6/29/2016,6/29/2016,6/29/2016,,,,6/29/2016 0:00:00,,,,,RT,T,2016,3.160000086,0,0,1,0,3.160000086,70kV,0,70,0,0
CR-CROCKETT-SOBRANTE,California Ave - Kearney,Calif Ave-Kearney,133653,Local Maintenance,Calif Ave-Kearney,70011,70,018/091,016/015A,Fresno,FR,L,6/29/2016,6/29/2016,6/29/2016,,,,6/29/2016 0:00:00,,,,,RT,T,2016,3.160000086,0,0,1,0,3.160000086,70kV,0,70,0,0
CR-CROCKETT-SOBRANTE,California Ave - McCall,California Ave-McCall,135873,System Maintenence,California Ave-McCall,10437,115,000/001,018/088A,Fresno,FR,L,5/28/2016,7/17/2016,5/28/2016,,,,7/17/2016 0:00:00,,,,,RS,T,2016,23.73999977,0,0,2,0,21.78000069,115kV,0,115,0,0
CR-CROCKETT-SOBRANTE,Callender Sw Sta-Mesa,CALLENDAR SW STA-MESA,133457,System Maintenence,CALLENDAR SW STA-MESA,10029,115,CAL/SWST,017/076B,Los Padres,LP,S,12/21/2015,2/4/2016,3/7/2016,,,,4/4/2016 0:00:00,,,,,RS,T,2016,0,11.69999981,0,45,0,11.64000034,115kv,0,115,0,0
CR-Willow Pass 60KV,Calvo 60kv Tap,Calvo 60kv Tap,134927,Local Maintenance,Calvo 60kv Tap,60120A,60,000/001,016/121B,Stockton,ST,S,4/9/2016,4/14/2016,4/9/2016,,,,4/14/2016 0:00:00,,,,,RT,T,2016,0,0.529999971,0,1,0,0.529999971,,0,60,0,0
CR-Willow Pass 60KV,Camanche 115kv Tap,Camanche 115kv Tap,133570,System Maintenence,Camanche 115kv Tap,10085A,115,000/001,064/405,Stockton,ST,S,12/19/2015,1/30/2016,12/19/2015,,,,1/30/2016 0:00:00,,,,,RS,T,2016,0,6.650000095,0,9,0,10,,0,115,0,0
CR-SOBRANTE-CLAREMONT,Camden - Kingsburg,Camden-Kingsburg 70Kv,136970,Local Maintenance,Camden-Kingsburg 70Kv,70112,70,014/003,000/001,Fresno,FR,,10/16/2016,10/31/2016,10/16/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,0,0,0,1,0,14.85000038,70kV,0,70,0,0
CR-Willow Pass 60KV,Camden-Kingsburg,Camden-Kingsburg 70Kv,132041,Orchard Maintenance,Camden-Kingsburg 70Kv,70112,70,000/001C,010/004,Fresno,FR,S,12/12/2015,1/23/2016,12/21/2015,12/21/2015,12/21/2015,1/2/2016,1/2/2016 0:00:00,1/2/2016 0:00:00,,,,OM,T,2016,0,0.200000003,0,0,0,,Orchards,0,70,0,0
CR-SOBRANTE-CLAREMONT,Camp Evers-Paul Sweet,Camp Evers-Paul Sweet,133563,System Maintenence,Camp Evers-Paul Sweet,10030,115,cam/sub,pau/sub,Central Coast,CC,S,2/16/2016,2/16/2016,2/16/2016,,,,2/16/2016 0:00:00,,,,,RS,T,2016,0,5.210000038,0,0,0,11.02000046,*,0,115,0,0
CR-SOBRANTE-CLAREMONT,Canandaiqua Winery 70kv,Canandaiqua Winery 70kv,134666,Local Maintenance,Canandaiqua Winery 70kv,70095A,70,020/005,000/006,Yosemite,YO,S,5/16/2016,6/27/2016,3/6/2016,,,,3/6/2016 0:00:00,,,,,RT,T,2016,0,0.300000012,0,0,0,0.300000012,,0,70,0,0
CR-ContraCosta Livermore,Carbona #2 Tap,Carbona #2 60kv Tap,132100,Orchard Maintenance,Carbona #2 60kv Tap,60118C,60,000/001,003/008,Stockton,ST,,11/12/2016,12/24/2016,11/12/2016,,,,12/24/2016 0:00:00,,,,,OM,T,2016,0,0,0,1,0,,Orchards,0,60,0,0
CR-Meadowlane Triangle,Carbona #2 60kv Tap,Carbona #2 60kv Tap,136594,Local Maintenance,Carbona #2 60kv Tap,60118C,60,009/005N,005/010,Stockton,ST,S,4/10/2016,5/16/2016,4/10/2016,,,,5/16/2016 0:00:00,,,,,RT,T,2016,0,5.789999962,0,1,0,1.99000001,,0,60,0,0
CR-Meadowlane Triangle,CARIBOU #2,CARIBOU #2,133346,Local Maintenance,CARIBOU #2,60016,60,007/023,gra/sub,North Valley,NV,S,12/30/2015,1/30/2016,12/30/2015,12/17/2015,,,1/30/2016 0:00:00,,,,,RT,T,2016,0,27.62000084,25,140,0,27.71999931,,0,60,0,0
CR-Meadowlane Triangle,CARIBOU #2,CARIBOU #2,133346,Local Maintenance,CARIBOU #2,60016,60,gra/sub,eli/jct,North Valley,NV,S,12/30/2015,1/30/2016,12/30/2015,12/17/2015,,,1/30/2016 0:00:00,,,,,RT,T,2016,0,27.62000084,25,140,0,27.71999931,,0,60,0,0
CR-PITTSBURG-CLAYTON,CARIBOU #2-Spnsh Crk-Indian Falls,CARIBOU #2,135656,Local Maintenance,CARIBOU #2,60016,60,024/022,023/018,North Valley,NV,,5/15/2016,6/15/2016,5/15/2016,1/11/2016,,,6/15/2016 0:00:00,,,,,RT,T,2016,0,0,0,6,0,0,,0,60,0,0
CR-PITTSBURG-SOBRANTE,Caribou-Plumas Jct,Caribou-Plumas Jct,134717,Local Maintenance,Caribou-Plumas Jct,60017,60,car/phs,006/008,North Valley,NV,S,5/15/2016,6/15/2016,5/15/2016,,,,6/15/2016 0:00:00,,,,,RT,T,2016,0,14.47000027,0,44,0,14.47000027,,0,60,0,0
CR-PITTSBURG-SOBRANTE,Caribou-Table Mountain #1,Caribou-Table Mountain,134025,System Maintenence,Caribou-Table Mountain,20013,230,023/159,026/189,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,19.60000038,0,40,0,20,230 kV,1,"230,NERC",0,0
CR-PITTSBURG-SOBRANTE,Caribou-Table Mountain #1,Caribou-Table Mountain,134025,System Maintenence,Caribou-Table Mountain,20013,230,026/192,044/326,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,19.60000038,0,40,0,20,230 kV,1,"230,NERC",0,0
CR-VACA-TESLA 500KV,Caribou-Westwood,Caribou-Westwood,134414,Local Maintenance,Caribou-Westwood,60018,60,wes/sub,car/phs,North Valley,NV,S,7/29/2016,8/29/2016,7/29/2016,,,,8/29/2016 0:00:00,,,,,RT,T,2016,0,20.79000092,0,88,0,20.79000092,,0,60,0,0
CR-VACA-TESLA 500KV,Carquinez #1 115kv Tap,Carquinez #1 115kv Tap,134495,System Maintenence,Carquinez #1 115kv Tap,10107A,115,000/005,034/241,North Bay,NB,S,12/18/2015,1/19/2016,12/18/2015,,,,1/19/2016 0:00:00,,,,,RS,T,2016,0,0.600000024,0,5,0,5.510000229,,0,115,0,0
CR-VACA-TESLA 500KV,Carquinez #2 115kv Tap,Carquinez #2 115kv Tap,135061,System Maintenence,Carquinez #2 115kv Tap,10108A,115,000/005,034/241,North Bay,NB,S,12/18/2015,1/19/2016,12/18/2015,,,,1/19/2016 0:00:00,,,,,RS,T,2016,0,0.569999993,0,5,0,5.510000229,,0,115,0,0
CR-Pittsburg 60KV,Caruthers-Lemoore-NAS-Camden,CAruthers-Lemoore NAS-Camden70kv,132169,Orchard Maintenance,CAruthers-Lemoore NAS-Camden70kv,70113,70,014/006,059/004,Fresno,FR,,12/12/2015,1/23/2016,12/29/2015,12/29/2015,12/29/2015,1/2/2016,1/2/2016 0:00:00,1/2/2016 0:00:00,,,,OM,T,2016,0,0,0,0,0,0,Orchards,0,70,0,0
CR-Pittsburg 60KV,Caruthers - Lemoore NAS - Camden,CAruthers-Lemoore NAS-Camden70kv,133502,Local Maintenance,CAruthers-Lemoore NAS-Camden70kv,70113,70,014/003,044/002,Fresno,FR,S,10/16/2016,10/31/2016,10/16/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,40.00999832,0,0,1,0,25.15999985,70kV,0,70,0,0
CR-Pittsburg 60KV,Caruthers - Lemoore NAS - Camden,CAruthers-Lemoore NAS-Camden70kv,133502,Local Maintenance,CAruthers-Lemoore NAS-Camden70kv,70113,70,037/006A,059/006,Fresno,FR,S,10/16/2016,10/31/2016,10/16/2016,,,,10/31/2016 0:00:00,,,,,RT,T,2016,40.00999832,0,0,1,0,25.15999985,70kV,0,70,0,0
CR-Pittsburg 60KV,CASCADE-BENTON-DESCHUTES,CASCADE-BENTON-DESCHUTES,134702,Local Maintenance,CASCADE-BENTON-DESCHUTES,60019,60,025/010,des/sub,North Valley,NV,,11/15/2016,12/15/2016,11/15/2016,,,,12/15/2016 0:00:00,,,,,RT,T,2016,0,0,0,50,0,16.87999916,,0,60,0,0
CR-Pittsburg 60KV,CASCADE-BENTON-DESCHUTES,CASCADE-BENTON-DESCHUTES,134702,Local Maintenance,CASCADE-BENTON-DESCHUTES,60019,60,cas/sub,ben/sub,North Valley,NV,,11/15/2016,12/15/2016,11/15/2016,,,,12/15/2016 0:00:00,,,,,RT,T,2016,0,0,0,50,0,16.87999916,,0,60,0,0
CR-McCall Sanger,CASCADE-COTTONWOOD,CASCADE-COTTONWOOD,135431,System Maintenence,CASCADE-COTTONWOOD,10032,115,027/241,034/294,North Valley,NV,S,9/19/2016,10/31/2016,9/19/2016,,,,10/31/2016 0:00:00,,,,,RS,T,2016,0,13.78999996,0,50,0,15,115 kV,0,115,0,0
